RestaurantID,RestaurantName,PhoneNumber,NeighborhoodID,Address1,City,State1,Zip,RestaurantTypeID
568,Kyles Grill,+1-803-032-1138,14,164 Patrick Tunnel,Garybury,WV,86470,10
569,Brittanys Tacos,001-224-677-881,1,51776 Brown Garden Suite 960,Johnsonburgh,IL,86282,6
570,Brians Pizza,+1-069-455-9688,20,64460 Collins Lodge Apt. 774,East Williamport,IN,89005,6
571,Seans House,248-346-1043,7,4061 Andrea Flats,New Emily,WY,04424,2
572,Johns Kitchen,419-678-3326x18,3,027 David Spurs,New Robertport,IA,10366,8
573,Samuels Corner,+1-986-525-1040,2,790 Barbara Crossing Apt. 602,Lake Adam,AL,69484,3
574,Johns Kitchen,(812)682-8944,13,1403 Brady Inlet,Lindaton,DE,20954,1
575,Johns Kitchen,+1-171-854-6439,14,8559 Perez Mill,Woodland,AR,29516,9
576,Brittanys Tacos,001-220-731-196,17,43152 Jennifer Bridge Apt. 290,Grossshire,SD,92472,5
577,Michaels Bistro,659-843-7706,10,139 Jacobson Camp Apt. 763,New Kimberly,AK,40880,10
578,Michaels Bistro,(230)313-3308,8,828 Kelly Creek,Williamsshire,WA,50614,7
579,Timothys Cafe,+1-111-288-7347,8,49094 Brenda Hill Apt. 702,Tiffanyfort,OH,64248,5
580,Michaels Bistro,064-593-4000,11,69267 Daniels Ranch Apt. 781,Lake Elizabeth,TX,62235,10
581,Michaels Bistro,001-360-965-363,14,21850 Shawna Knoll,New Thomasbury,NY,55795,9
582,Kyles Grill,228-301-8495x07,16,5285 Michael Plaza,New Nicholasstad,IN,84900,6
583,Johns Kitchen,(024)896-9148x4,2,97518 Ramirez Crossing,Port Melissastad,WA,81248,7
584,Brittanys Tacos,(740)798-1019,17,10325 Ronald Inlet,Campbellport,SD,55353,1
585,Johns Kitchen,001-249-210-397,14,51212 Ellis Pine Suite 657,Port Judith,SC,91225,2
586,Johns Kitchen,+1-633-387-1801,2,78151 Bryant Mission Suite 620,West Pennyville,GA,76981,3
587,Timothys Cafe,974-820-2083,10,9864 Patterson Tunnel Apt. 087,Williamside,CT,48581,6
588,Michaels Bistro,7743181757,4,320 Robinson Underpass Apt. 743,North Paul,AL,62165,7
589,Kyles Grill,001-530-898-399,9,8108 Nathaniel Canyon Apt. 745,Walterhaven,MI,60765,3
590,Michaels Bistro,(314)287-5865x8,12,032 Nelson Ville,Brianberg,GA,69109,6
591,Kyles Grill,(261)213-3410,9,672 Taylor Divide Apt. 598,Travisfurt,KY,66525,4
592,Sherris Diner,(495)565-1607,12,96589 Bell Shores,New Tammybury,WY,49505,2
593,Sherris Diner,+1-326-121-2766,14,12189 Justin Junction,Lake Kimberly,UT,69134,4
594,Johns Kitchen,904.412.3078,8,423 Julie Extension Apt. 074,South Harry,WA,23637,6
595,Brittanys Tacos,+1-531-853-8556,11,06701 Tammy Fall,Lake Jasmine,WY,11891,6
596,Gabrielles Table,(549)627-3187x2,2,581 Lamb Fords,Port Edwardville,WA,43521,3
597,Kyles Grill,097.446.6269x51,6,3930 Susan Land Apt. 216,Christopherville,AL,12630,6
598,Timothys Cafe,+1-581-373-4485,2,86632 Nunez Green Suite 287,East Maria,SD,22243,2
599,Timothys Cafe,(150)573-3807,1,327 Erin Hills,Blakeshire,DC,25320,1
600,Gabrielles Table,558-367-7844,2,025 Nancy Shores,Lake Sabrina,RI,56655,6
601,Michaels Bistro,159.958.9574,11,151 Hunt Terrace Suite 821,South Tracy,OK,83979,1
602,Samuels Corner,001-801-036-210,7,9704 Hall Shore,Robertborough,MO,41422,6
603,Michaels Bistro,5835764931,10,388 Jessica Rapids Suite 402,Bradychester,MA,47578,4
604,Gabrielles Table,042-145-7928,16,163 Frank Shoal,Averyville,WY,84001,8
605,Brittanys Tacos,499-397-1267x88,9,070 Hammond Wells,South Nicholastown,IN,73762,10
606,Brittanys Tacos,(247)358-3327x4,20,676 Brown Corners,Lake Marciashire,MA,79935,6
607,Kyles Grill,710.228.1834x21,4,0397 Samantha Meadow Apt. 051,Johnsmouth,LA,84161,4
608,Michaels Bistro,375.187.9323,14,3078 Sandra Park,Bakermouth,AZ,81953,9
609,Michaels Bistro,7202181071,6,333 Sanders Flats,East Bobby,CA,88289,2
610,Kyles Grill,984.249.7318x21,9,61383 Tammy Haven,Jenniferstad,NY,36398,7
611,Timothys Cafe,(788)173-2735,16,0980 Kennedy Grove,West Taylorchester,WA,73562,5
612,Timothys Cafe,+1-618-196-6799,12,1923 Amy Parkways Apt. 510,New Kevinmouth,NC,43175,10
613,Sherris Diner,029.432.8395x06,11,786 Joseph Avenue,Craigville,MS,75822,4
614,Johns Kitchen,(645)794-8832,10,0631 Jackson Light,North Anthony,RI,85256,9
615,Brittanys Tacos,(052)083-8525x5,4,955 Bridges Station Suite 494,East Anthony,CA,44285,4
616,Timothys Cafe,490-284-0964x23,4,19799 Thompson Mountains Apt. 099,Amytown,KS,94207,2
617,Johns Kitchen,001-778-320-342,1,7895 Ford Loop Apt. 703,North Cody,NH,05873,9
618,Brittanys Tacos,523.016.6800x36,18,6656 Anderson Street,North Andrewton,ND,50087,5
619,Michaels Bistro,+1-256-314-4973,5,876 Green Wall,Estradafort,DC,51241,10
620,Seans House,161-382-7871x87,11,24610 Lam Haven Apt. 490,Sandrahaven,DC,24402,2
621,Michaels Bistro,088-396-8286,12,77879 Yang Springs,Port Jacobshire,OR,07887,10
622,Kyles Grill,+1-867-920-6709,12,254 Pierce Flat Apt. 532,Powersville,KS,72994,7
623,Brians Pizza,210-109-6729x14,19,033 Pineda Loop Apt. 149,Barryland,NM,93458,7
624,Samuels Corner,642.387.1764,17,75087 Alexandria Spring Apt. 364,North Patriciastad,SD,01279,6
625,Timothys Cafe,250.227.2308x40,20,94290 Debra Island,Washingtonville,IN,06455,6
626,Johns Kitchen,080-872-2593,12,0524 Wade Spur,South Donald,GA,93894,4
627,Kyles Grill,001-555-446-466,8,371 Stewart Dale Suite 425,Johnsonfurt,ND,03563,4
628,Michaels Bistro,0520577284,9,100 Lozano Radial,Stevensonburgh,AK,06233,1
629,Brittanys Tacos,773.678.2894x06,7,3113 Duran Throughway Suite 366,North Mario,AR,92760,8
630,Brians Pizza,549-103-5962,19,14826 Stanton Islands,New Anthonyland,CA,86386,8
631,Samuels Corner,550-399-5241,13,60736 Christine Locks Suite 813,East Stephanieland,SC,26397,1
632,Seans House,394.427.0802x14,3,399 Lisa Neck Apt. 801,Atkinsonland,RI,55766,5
633,Kyles Grill,990-953-8419x67,4,4422 Becky Radial Apt. 809,East Nathantown,FL,30633,7
634,Gabrielles Table,080-368-2155,5,153 Anita Estates Apt. 162,Nielsenburgh,TX,97671,2
635,Samuels Corner,376.727.9891,20,918 Amanda Radial,Carolfurt,IN,79999,2
636,Sherris Diner,(950)003-9303x2,4,00303 Stewart Stream,Deanfort,MS,74521,8
637,Brians Pizza,594.295.7229,2,865 Jennifer Rapid,North Jeremy,NH,91744,3
638,Kyles Grill,+1-405-748-8966,19,24114 Rebecca Gateway,Veronicabury,AZ,11642,10
639,Samuels Corner,(485)803-8940x8,7,86434 April Rue,North Michael,NM,87174,6
640,Timothys Cafe,+1-926-425-6091,7,49855 Mueller Islands,Beantown,IL,09456,10
641,Brittanys Tacos,951-476-1804x18,15,713 Williams Point,Lake Amberberg,CO,90134,7
642,Sherris Diner,+1-409-022-8951,4,920 Helen Key Apt. 533,Lake Christineview,NM,51321,4
643,Timothys Cafe,001-410-404-862,3,73262 Fuentes Lodge Suite 598,East Timothyport,OH,45362,10
644,Sherris Diner,176.926.7213x63,18,854 Taylor Meadow,Brendamouth,VT,53310,1
645,Timothys Cafe,(699)195-7801,20,45678 Susan Ferry Apt. 169,Lefort,WA,69163,5
646,Seans House,+1-347-667-4077,11,6941 Vincent Islands,Jenniferport,MN,78041,1
647,Kyles Grill,111.072.6322x54,10,37383 Holly Drive Apt. 200,South Beckyfort,UT,98162,10
648,Timothys Cafe,3529225873,16,8741 Amanda Squares,Melindaland,AL,09892,1
649,Johns Kitchen,208-903-7481x68,7,280 Lin Ways Suite 451,North Jamesfort,NY,24565,8
650,Samuels Corner,8576649391,18,3986 Jordan Keys,Farrellview,MI,73399,5
651,Samuels Corner,001-792-976-374,5,448 Underwood Knolls,Lawrenceside,OH,74432,3
652,Seans House,271.967.2629,2,06204 Cole Dam,West Garyborough,NJ,85787,7
653,Brittanys Tacos,775.046.6699x99,5,1786 Smith Parkways Suite 805,East Lindsey,CT,69001,1
654,Gabrielles Table,755-093-5600,7,1575 Hoffman Road Suite 411,Terrifurt,WY,95391,9
655,Michaels Bistro,308.972.9093,14,0601 Robert Forks Suite 223,Katherineview,OH,14315,9
656,Gabrielles Table,287.650.3883x15,18,55138 Taylor Mall Suite 645,Huffmanfurt,MT,77886,1
657,Samuels Corner,+1-328-384-9352,9,58453 Karen Ports Apt. 363,Kristineborough,MD,14364,6
658,Johns Kitchen,(367)216-6735,18,67947 Reid Alley,South Michelle,OH,44012,1
659,Michaels Bistro,041-250-5435,12,8366 Holmes Lodge Suite 192,Christophermouth,WA,03556,2
660,Johns Kitchen,(772)998-5472x3,12,15748 Angela Divide,Williamschester,GA,66945,8
661,Samuels Corner,001-214-032-095,15,8281 Summer Mount,Port April,MT,98630,2
662,Kyles Grill,9069671136,4,234 Miller Villages,Seanborough,NV,08642,7
663,Brians Pizza,195-562-8416x72,14,18743 Moss Stravenue Suite 420,West Deannachester,VA,29971,5
664,Michaels Bistro,+1-762-747-8219,3,516 Bradley Junction Suite 080,Lake James,DC,32739,5
665,Brittanys Tacos,2910018119,16,59625 Billy Springs,East Williamburgh,VA,96629,6
666,Michaels Bistro,(782)723-8829x1,14,471 Smith Inlet Suite 107,Elliottfort,TX,06090,6
667,Samuels Corner,+1-693-516-8520,17,54217 Martinez Light,North Angelaton,GA,23561,7
668,Kyles Grill,(362)812-2631x1,17,8760 Rice Ways Suite 264,South Benjaminburgh,ME,43771,2
669,Johns Kitchen,+1-973-039-5529,1,14225 Jones Estate,Port Jeffery,MI,59774,9
670,Sherris Diner,417.608.3253,6,47346 James Mill,West Sabrina,MN,90712,6
671,Timothys Cafe,338-123-4315,20,4534 Sara Spring Apt. 027,Martinezview,AL,61899,8
672,Seans House,(139)408-9126,9,6657 Ferguson Tunnel,North Vickie,WV,64810,10
673,Brians Pizza,(514)033-0119,5,103 Jones Ports,East Brookeland,WY,62465,1
674,Michaels Bistro,718-270-2125,10,4263 Christopher Centers,Rogersshire,OR,98570,7
675,Sherris Diner,+1-400-109-2589,2,567 Cristian Lane Suite 036,Port Timothyhaven,MN,39599,5
676,Brittanys Tacos,995.050.0382,19,2191 Price Village,Petersonbury,NM,31563,8
677,Michaels Bistro,874.260.7754x84,2,005 Teresa Crossing Apt. 449,West Joseph,IA,29093,8
678,Johns Kitchen,281.453.8583x09,7,1622 Robert Ports Suite 054,East Justin,CT,86218,2
679,Michaels Bistro,(189)722-8736,13,770 Rivera Alley,South Timothy,GA,50334,6
680,Samuels Corner,+1-212-292-8924,16,2326 Wright Pass Suite 585,Carpenterburgh,MN,02062,10
681,Seans House,1663929954,18,1524 Rodney Vista,Katiechester,MT,78368,2
682,Timothys Cafe,+1-232-032-4982,17,1884 Walter Curve,Richardshire,AL,58451,1
683,Sherris Diner,(385)538-1911x7,3,617 Williams Island,Port Christymouth,AZ,10402,4
684,Brians Pizza,(546)754-6425,6,350 Jacob Row,South Jason,VA,15669,1
685,Timothys Cafe,864-775-9510x27,15,45296 Adams Via,Travisville,SD,58488,1
686,Johns Kitchen,+1-928-079-0712,17,05670 Norris Inlet Suite 514,North Jacobville,MO,15322,3
687,Gabrielles Table,093-048-0012x66,13,3885 Gardner Locks Suite 914,Duranberg,FL,43274,2
688,Brittanys Tacos,001-279-760-817,18,56230 Jose Fall Apt. 512,Hoovershire,LA,18658,6
689,Brians Pizza,(114)927-6648,13,2749 Cole Estates,Moorebury,WI,92322,7
690,Johns Kitchen,864.694.3261x81,13,79113 White Union,East Megan,MA,44530,4
691,Michaels Bistro,(293)984-7326,20,36208 April Mall,Walkerburgh,NH,69317,3
692,Timothys Cafe,568-381-0667,9,4972 Edward Motorway,East Amyview,ME,66548,2
693,Timothys Cafe,+1-546-615-5715,7,2634 Laura Orchard Suite 640,Burnsshire,WA,92098,4
694,Michaels Bistro,001-848-933-499,6,969 Padilla Land Suite 146,Smithberg,VA,02468,6
695,Michaels Bistro,546-456-3928x54,1,483 Cindy Knoll,Josephberg,NC,34646,9
696,Gabrielles Table,270-878-8694,6,806 Samantha Neck Suite 835,Lake Jenniferton,CA,89836,1
697,Johns Kitchen,001-658-622-418,19,92429 Jennifer Path Suite 411,Kingville,WY,31691,1
698,Michaels Bistro,567.463.9159x90,7,6089 Kristin Junctions Apt. 049,Porterton,NE,90656,5
699,Michaels Bistro,(642)343-2096x7,19,12676 Karen Expressway,East Meghanshire,OH,37224,1
700,Samuels Corner,001-824-889-114,1,4362 Jeffrey Locks Apt. 565,Jeffreyburgh,ME,64352,2
701,Brittanys Tacos,543-673-1614x24,17,224 Luis Prairie Suite 002,Donaldport,NC,45905,1
702,Gabrielles Table,0137324233,15,512 Frederick Turnpike Apt. 080,New Juanberg,SC,66640,5
703,Timothys Cafe,+1-054-683-6748,17,698 James Station,Millerfurt,ID,10513,2
704,Sherris Diner,650-852-8558x64,17,5228 Karen Shoal Suite 969,East James,SC,22469,5
705,Seans House,264.477.7760x35,9,702 Garcia Manor,Jameschester,NH,71998,6
706,Johns Kitchen,001-665-712-638,10,96033 Amy Mountain Suite 621,Janestad,WI,15600,10
707,Kyles Grill,+1-597-607-3538,8,271 Mata Common Suite 801,Davisville,KS,10740,7
708,Seans House,001-956-502-568,10,076 Bush Well,Samuelside,SC,32943,5
709,Kyles Grill,779.732.0981,9,67100 Williams Turnpike,Whitemouth,WA,30662,3
710,Michaels Bistro,774.689.4508,18,3828 Richards Highway Apt. 227,Johnbury,DE,53741,3
711,Johns Kitchen,+1-479-162-1897,4,578 Morton Fields,Washingtontown,NC,98475,10
712,Sherris Diner,(951)061-9561,6,5554 Holly Viaduct Apt. 515,Lake Anita,NJ,42978,8
713,Michaels Bistro,189-450-3042x43,8,438 Amanda Loop Suite 652,East Brookechester,TN,88256,2
714,Sherris Diner,+1-815-082-2778,2,703 Frank Tunnel Apt. 382,Shelbymouth,CO,14186,3
715,Kyles Grill,001-720-501-114,18,72183 Robbins Rapid,Schultzstad,OR,76732,6
716,Sherris Diner,915.074.4201x78,8,836 Jason Pines Suite 000,Melanietown,NM,79478,3
717,Samuels Corner,3876520214,10,350 Wood Port Apt. 645,South Sherryborough,CT,10679,10
718,Gabrielles Table,076.979.1159x03,2,29109 Medina Estates Apt. 306,Johnsmouth,MO,95783,7
719,Michaels Bistro,001-553-208-889,5,002 Wolf Fork,North Samantha,DC,50977,8
720,Michaels Bistro,(726)870-0158x3,9,125 Hernandez Ports,New Anthonyshire,ND,14077,2
721,Gabrielles Table,+1-046-380-6202,5,58603 Andrea Cliff Suite 094,Sarafort,HI,20767,9
722,Kyles Grill,5497341656,9,991 Zimmerman Glens,Suttonborough,MD,79698,9
723,Brittanys Tacos,002.889.3603x74,2,951 Baker Ramp Apt. 357,Port Derek,SD,66364,4
724,Seans House,383.184.3527,8,844 Katrina Lodge,Johnnyville,LA,99147,10
725,Brians Pizza,(117)623-4082x6,7,178 Paula Harbors,West Courtney,OK,64920,8
726,Sherris Diner,(452)197-2143x5,18,550 Adams Light Suite 865,North Gregory,IN,61697,8
727,Michaels Bistro,+1-349-110-0455,4,346 Manning Crossroad Suite 104,North Saratown,ND,87042,5
728,Michaels Bistro,(992)342-7348x1,1,5002 Kevin Rapid,Georgefurt,MA,00555,6
729,Brittanys Tacos,965-229-2445x05,12,51760 Monica Ports Suite 243,Lake Michelle,NC,15480,8
730,Sherris Diner,001-000-253-665,20,72946 Jackson Walks Apt. 560,Bullockburgh,NV,75061,4
731,Samuels Corner,493-285-5456x97,12,5553 Ruth Stravenue Suite 815,Ronaldmouth,UT,46770,2
732,Michaels Bistro,468-119-2437x06,11,5463 Kim Shoals Apt. 238,Port Krystal,OK,26504,5
733,Brians Pizza,702-903-6952x20,3,93536 Sherri Wells Apt. 672,New Wanda,VA,16232,5
734,Brians Pizza,327.530.9757x90,18,658 Mccann Meadow Suite 873,New Elizabeth,MN,64211,2
735,Samuels Corner,821-340-1207,9,895 Jeremy Oval,Judithstad,OH,09320,6
736,Seans House,683.498.7253x78,5,4867 Matthew Dam,Lake Dorisstad,NY,33311,9
737,Michaels Bistro,(963)587-3011x6,14,347 Smith Lane,South Michaelfurt,CT,93653,4
738,Brians Pizza,+1-220-572-6303,20,02465 Lopez Station,Lake Davidport,ME,20356,4
739,Seans House,111.759.5323,10,1206 Michael Bridge Apt. 575,Pricefurt,PA,34501,2
740,Kyles Grill,172.556.4481,11,319 Mills Street,Watersshire,PA,98148,2
741,Timothys Cafe,820.071.5271x15,2,233 Megan Gateway,Kathrynhaven,MS,73531,8
742,Brittanys Tacos,875.781.0712,1,744 Shelly Village Apt. 317,Lake Susanborough,DC,33178,1
743,Brittanys Tacos,(910)213-9590x7,12,271 Bell Fords Apt. 023,Mcdonaldshire,VA,05865,4
744,Sherris Diner,(635)157-4856,8,8193 Rodriguez Pines Apt. 940,Kington,MI,63018,1
745,Seans House,667.886.1905,9,721 Ryan Ford Apt. 724,Brittanyborough,SD,79410,4
746,Seans House,001-217-487-615,6,553 Matthews Junction Apt. 366,New Christine,CO,99609,8
747,Brittanys Tacos,122.645.3935x02,9,19005 Quinn Neck Apt. 731,South Evan,PA,12794,7
748,Gabrielles Table,662.805.4040x67,1,01505 Andrea Mountains,Smithberg,NV,45298,4
749,Samuels Corner,515-090-9576,18,600 Christina Cape Apt. 650,Port Kyle,IN,03713,8
750,Brittanys Tacos,(321)094-7128,19,468 Heather Mountains Suite 882,New Catherinemouth,CT,66877,2
751,Sherris Diner,001-225-673-084,4,8200 Alicia Islands Suite 769,East Angelaberg,VT,42423,6
752,Seans House,001-810-697-080,13,980 Hicks Junction Suite 656,Normanchester,MT,65467,4
753,Johns Kitchen,001-477-352-901,9,290 Small Tunnel Suite 539,Port David,AZ,49135,10
754,Brittanys Tacos,800.915.0517,20,2377 Whitehead Island,West Emilybury,ME,91157,9
755,Brittanys Tacos,001-891-230-030,18,5976 Betty Point Suite 425,Erikahaven,VA,75481,9
756,Kyles Grill,(084)844-9308x7,7,88102 Taylor Plaza,West Oscar,UT,32398,6
757,Brians Pizza,(206)735-3098x0,15,1309 Wright Hills,Rodriguezborough,KY,06307,5
758,Samuels Corner,(153)130-3098x4,8,73637 Escobar Forge Suite 570,Johntown,FL,06058,8
759,Gabrielles Table,+1-018-884-8318,11,30506 Thomas Meadows Suite 001,Smithside,MS,74928,3
760,Sherris Diner,(703)256-8374x9,9,889 Bridges Light Suite 512,Garyshire,VT,86583,9
761,Gabrielles Table,(755)342-7225,7,093 Odom Roads Apt. 213,East Laura,SD,46714,2
762,Sherris Diner,+1-900-221-8290,19,48528 Sean Trace Apt. 205,Davidville,AL,98081,3
763,Brians Pizza,768-161-9017x37,13,330 Mark Glen,South Randallshire,NM,46211,4
764,Brittanys Tacos,001-858-217-810,5,55730 Turner Street Suite 116,South David,NV,80985,6
765,Seans House,794-220-5670,15,8048 Peterson Villages Apt. 109,Heatherville,UT,22069,7
766,Brians Pizza,276-883-9290x28,8,227 Jason Mews Apt. 473,Laurieburgh,ID,88480,8
767,Seans House,8800442293,14,14519 Christina Shore Suite 213,Weaverhaven,MO,63164,10
768,Brians Pizza,+1-288-534-1189,12,369 Scott Island Suite 092,West Donald,GA,35152,9
769,Brittanys Tacos,415.700.6190,5,2063 Hannah Village Suite 341,Christianland,NH,75669,4
770,Gabrielles Table,580.260.3244x70,16,5177 Armstrong Run Apt. 306,Port Matthewport,MI,19398,7
771,Samuels Corner,001-476-983-328,3,71407 Hernandez Meadow Suite 084,East Lori,NM,84100,4
772,Seans House,175-749-9036,16,5167 Lewis Alley Suite 439,North Frank,CO,55869,2
773,Kyles Grill,4263241377,6,542 Cooper Freeway,West Timothyton,MT,69083,5
774,Timothys Cafe,973-967-8115x98,15,182 Matthews Glens,Roblesland,SD,35957,7
775,Sherris Diner,001-191-553-533,6,6176 Christine Plains Apt. 587,South Traviston,ID,20989,3
776,Seans House,+1-449-628-0471,6,31983 Gonzalez Rapids,New Anna,MT,58685,5
777,Michaels Bistro,+1-037-853-8297,7,280 Hawkins Knoll,Jessicamouth,HI,67650,10
778,Sherris Diner,+1-918-913-5943,19,95769 Steven Radial,Berryhaven,UT,60551,2
779,Michaels Bistro,001-364-805-793,16,603 Hill Stream Suite 692,East Cameron,TN,34641,3
780,Johns Kitchen,171-381-6484,6,634 Scott Extension,Smithtown,VT,50734,8
781,Johns Kitchen,(483)886-5979,10,01153 Miller Tunnel Apt. 103,South Gregory,AL,56199,2
782,Gabrielles Table,(303)337-1471x5,1,628 Delgado Mill Apt. 549,New Zacharyfort,VA,55300,2
783,Timothys Cafe,+1-621-389-1697,10,86567 Sherry Pine,West Kristinberg,TX,55525,4
784,Seans House,536.792.8908x91,6,31377 Evan Forges Apt. 393,New Olivia,TN,52514,1
785,Brittanys Tacos,093.545.4188x63,6,73735 Wanda Point Suite 240,Ashleyfort,HI,61527,8
786,Brittanys Tacos,001-957-472-147,13,45148 Ronald Drive Suite 524,Lake Daisy,AZ,63946,3
787,Brittanys Tacos,+1-161-688-1483,20,35939 Abigail Knoll Apt. 571,Robertburgh,GA,99272,5
788,Timothys Cafe,664-137-3052,7,09647 Hall Grove Apt. 713,New Jared,NJ,08256,1
789,Brittanys Tacos,+1-239-352-0726,3,3251 Melinda Junction Suite 465,Lake Joseph,OH,12317,8
790,Seans House,239-499-5392,5,7938 James Islands Apt. 706,Lake Nicholas,OK,45241,9
791,Brians Pizza,116-388-8058x58,3,78427 Lopez Alley,New Marilyn,CT,37827,8
792,Samuels Corner,(032)787-2338,14,72359 Sparks Summit,East Mary,AL,04644,6
793,Kyles Grill,173-544-5172x20,8,3436 Ashley Spring Apt. 910,South Joshuashire,AR,97392,5
794,Brittanys Tacos,(561)945-6782x7,15,9900 Raymond Canyon Suite 349,North Kim,HI,63994,2
795,Johns Kitchen,001-860-689-300,13,0209 Lara Fall,Morganbury,OK,92047,9
796,Kyles Grill,(237)402-8048,4,16627 Robert Spurs,Lake Danny,WI,80020,2
797,Brittanys Tacos,(420)015-6753,17,212 Carson Cove,Keithstad,HI,44960,6
798,Samuels Corner,+1-575-152-1959,5,21740 Greer Cape Suite 028,Esparzachester,ME,27100,7
799,Sherris Diner,708-160-6287x88,1,774 Long Island Suite 340,West Brandytown,NC,90219,4
800,Michaels Bistro,(567)173-4312x2,20,923 Laura Forks,Derekberg,NH,94196,3
801,Brittanys Tacos,393.781.5067x67,4,273 Christopher Terrace,Kristenhaven,MO,13378,7
802,Brians Pizza,184.409.2656x44,13,9306 Morris Fall Apt. 251,Riosfurt,OR,58771,9
803,Timothys Cafe,072.696.3079,13,7482 Jessica Union,Lake Anthony,TN,67698,7
804,Gabrielles Table,605-210-2178x47,1,438 Tristan Corners Suite 647,Port Angela,WV,83060,9
805,Seans House,0889876739,4,0567 Carrie Fords,Tracyfurt,CO,18900,6
806,Timothys Cafe,001-817-781-496,1,1100 Taylor Harbor Apt. 675,Hooperton,NE,66355,1
807,Johns Kitchen,001-618-759-494,2,9851 Anderson Keys Apt. 117,East Susan,CT,03338,8
808,Brittanys Tacos,(331)366-3810x8,5,0026 Cobb Junctions Apt. 309,Brownborough,WI,05211,5
809,Brittanys Tacos,+1-349-985-8152,8,47737 Calhoun Vista,Lisastad,AK,23222,6
810,Michaels Bistro,+1-926-983-0056,3,5716 Brian Motorway,Bakerfurt,HI,92509,2
811,Michaels Bistro,001-289-191-496,9,7956 Ellis Mission,Petertown,PA,89892,1
812,Seans House,(476)553-8312x2,5,70575 Amanda Vista,Frazierside,NY,81193,7
813,Johns Kitchen,+1-695-231-3628,20,663 George Avenue,West Susan,ME,66791,7
814,Timothys Cafe,+1-316-388-0989,1,391 Baxter Lakes Suite 528,West Linda,VA,52217,4
815,Johns Kitchen,159-862-5830,1,2566 Jeffrey Alley,Lake Davidhaven,AR,42508,5
816,Sherris Diner,695.963.3504x91,4,32863 Donald Shoals Suite 961,Lake Collin,AR,93327,4
817,Brians Pizza,+1-361-890-2582,18,15207 Nichols Via Suite 654,New David,CT,43128,7
818,Samuels Corner,001-286-329-719,11,3193 Valerie Pine,Sanderstown,UT,92815,3
819,Seans House,235-865-7624x90,3,085 Joseph Mountain Apt. 587,Williamsshire,CT,36186,10
820,Sherris Diner,(590)930-0281x9,7,459 Miles Islands Apt. 591,Benjaminchester,IL,07674,5
821,Brians Pizza,838.386.9617,5,5809 Danielle Park Suite 853,Phillipsbury,OR,60775,9
822,Michaels Bistro,001-494-065-583,16,5035 Diaz Cove,Janetton,FL,41293,10
823,Samuels Corner,+1-738-720-9037,19,288 Tyler Fall,New Joelland,AZ,97393,8
824,Samuels Corner,436-235-6414x65,15,7325 John Greens Apt. 978,West Darinton,VA,07438,9
825,Sherris Diner,868-469-1380x47,6,5504 Galloway Coves,West Christopherville,NY,49570,7
826,Johns Kitchen,+1-384-678-8674,10,10319 Erica Cape,South Staceyland,MS,21898,2
827,Kyles Grill,550.097.2835,11,8330 Carson Isle Suite 010,North Adrienneshire,MO,59683,1
828,Kyles Grill,465.536.1733x82,16,58818 Costa River Apt. 330,Ortizton,NV,24633,4
829,Brittanys Tacos,+1-443-525-2158,5,525 Vincent Loop,Breannashire,VT,87029,2
830,Brittanys Tacos,+1-167-591-2974,8,257 Jacob Harbor Suite 821,East Dillonland,SC,84895,4
831,Samuels Corner,+1-531-580-8088,2,657 Joseph Heights Apt. 938,Karaport,FL,32921,2
832,Kyles Grill,937-690-2518x99,18,2230 Janet Court,Kevinbury,FL,45490,1
833,Gabrielles Table,6973856922,9,89988 Deanna View,West Michael,SD,32853,1
834,Michaels Bistro,(877)685-8601x4,18,8885 Kim Springs Apt. 479,Leeburgh,SD,92980,10
835,Brittanys Tacos,001-502-829-071,4,125 Aaron Burgs,Lake Charles,GA,18315,5
836,Sherris Diner,001-107-352-319,1,84543 Green Cove,East Lisa,NV,79355,4
837,Brittanys Tacos,+1-891-978-7555,2,950 Kemp Meadows,Rachelland,WA,31831,2
838,Brians Pizza,6760691239,4,16050 Bates Viaduct Apt. 418,Jessicaside,AL,97961,9
839,Brians Pizza,737-607-7646,18,796 Carolyn Lock Apt. 443,New Dorothytown,PA,82076,2
840,Gabrielles Table,774.072.4488x02,10,77626 Walker Drives,New Tyrone,TN,88417,5
841,Gabrielles Table,+1-768-718-3991,4,299 Misty Circles,Taylorburgh,VA,13216,4
842,Brittanys Tacos,4330317610,17,97042 Ibarra Glens,West Lindseyberg,DC,66379,10
843,Samuels Corner,(283)849-8385,14,96161 Rebecca Turnpike Apt. 641,North Stevenchester,MS,46935,7
844,Brians Pizza,(343)856-2996,5,80299 White Neck,Samanthafort,SC,30572,7
845,Brittanys Tacos,+1-863-461-4530,1,891 Lori Wells,Cartermouth,NV,38207,7
846,Kyles Grill,(345)774-7742,8,23815 Colin Crossing Apt. 038,Nicolefort,NJ,15081,2
847,Kyles Grill,506-971-7191x23,1,30847 Dustin Loop,Lake Leahmouth,NE,19641,4
848,Samuels Corner,187.110.5483,8,3164 Black Crossing Apt. 788,North Jessicastad,DE,13678,5
849,Timothys Cafe,229-778-8158,14,1413 Beck Heights Suite 370,Woodsstad,HI,15381,8
850,Sherris Diner,001-809-633-899,13,372 Jill Isle,Lake Elizabethview,WV,97456,4
851,Brians Pizza,+1-595-383-5311,5,73402 Lane Throughway Apt. 418,Lake Pamelamouth,VA,28479,3
